adjacent_lower_tolerance,adjacent_upper_tolerance,breakout_anchor_difference,detection_shift,invalidation_anchor_difference,lineage_class,lower_first_detected_index,lower_lifecycle_ordinal,lower_terminal_index,lower_tolerance,market,root_swing_identity_sha256,symbol,terminal_shift,upper_first_detected_index,upper_lifecycle_ordinal,upper_terminal_index,upper_tolerance
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,912,6,925,0.04,CN,sha256:ec65332e1774445f28088aba5c2abedaf3fb1a1d880dc24c88833f93679d9a0d,601888.SH,0,912,6,925,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1478,7,1479,0.04,CN,sha256:3890b918d2e306f981a00ba332f8acad41050bdcdf73efea1c5011cd8b32bd6f,601888.SH,0,1478,11,1479,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1729,8,1748,0.04,CN,sha256:db5e37c750991a90ee5248bd20a12aa9498e770064c8f603c808ac2c18eeb288,601888.SH,0,1729,12,1748,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1806,9,1810,0.04,CN,sha256:7123d3979961bfd7e4c39a9b6366a11838c2c0b4f14571366e80f54b5e8bbe80,601888.SH,0,1806,14,1810,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1981,10,1988,0.04,CN,sha256:d5d7eb637154e20eb1cce30fafae9ee4eafd82e86f03e297da6ed5138007fa4c,601888.SH,0,1981,15,1988,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2066,11,2067,0.04,CN,sha256:d6c48c1dd59641252f711073c1909d05a90d27b07d6a33e54e497e83c91d8798,601888.SH,0,2066,16,2067,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2218,12,2219,0.04,CN,sha256:44bd106858b8caf03f2c58a6b3337b87215c290181a381eb589e0ea8f3d576d9,601888.SH,0,2218,17,2219,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,CN,sha256:50c846d5ee526f9a3a9578f9453a9c5ae2cfe871361c2f0b4659a88bdbc32b3e,601888.SH,,141,1,164,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:760f3ac45e9ed01a59ac2cf27a62ed864d3bc2bcef3f8ec330339c618789b098,601888.SH,,1160,7,1160,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:b216b0274b85ab51bf7d8fa03b749567961fe12f31e85506ee92d022c306c5d6,601888.SH,,1218,8,1226,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:abccffa83a176124a41d42421e8ae8f49fc9d92788e421539ba6bcca8a5eb9c1,601888.SH,,1294,9,1317,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:3bf1fbfd5f723f1c30e4d97fe627ad6d3a33bb6c863909beb9588ff185188ded,601888.SH,,1411,10,1412,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:44b310a7f065899052002932b8502c85809c9720fc6f37776b8e743285b032f2,601888.SH,,1778,13,1779,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,217,1,219,0.03,CN,sha256:8a6664e01bbe82c82424553adf9b483f17c3a8d7796dc7b4790598708ce13f8a,603341.SH,0,217,1,219,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,566,2,570,0.03,CN,sha256:639570590706b4c6176ccfacd317cc86d8945e300fb29729acb683fcc2f9c666,603341.SH,,,,,
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,CN,sha256:646c83073b95310a9208ad068a3dd63bcefd6deb8d8622df0d465d1a5f1a3d8a,603341.SH,,326,2,356,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,CN,sha256:00f417b31a51378b4caacdabc5eb74a442e7d6ef831b0c1f21365de7ef201207,603341.SH,,547,3,559,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,217,1,219,0.04,CN,sha256:8a6664e01bbe82c82424553adf9b483f17c3a8d7796dc7b4790598708ce13f8a,603341.SH,0,217,2,219,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,326,2,356,0.04,CN,sha256:646c83073b95310a9208ad068a3dd63bcefd6deb8d8622df0d465d1a5f1a3d8a,603341.SH,0,326,3,356,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,547,3,559,0.04,CN,sha256:00f417b31a51378b4caacdabc5eb74a442e7d6ef831b0c1f21365de7ef201207,603341.SH,0,547,4,559,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,CN,sha256:4c966264922e52a186d509d5bddff2adbe1c3fda688e187cc98c79f47e2964ef,603341.SH,,140,1,143,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,55,1,57,0.03,CN,sha256:9a3261afdff36ecec5c2f8f47db5175cdefbb619822ffef58e491a10a25f6c34,603919.SH,0,55,1,57,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1590,2,1597,0.03,CN,sha256:11c8b162379d0eb2708c9985401b6f1dd20908a769cb7e0e27891075b6f08636,603919.SH,0,1590,5,1597,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1946,3,1947,0.03,CN,sha256:e96ac38e268d86929fca647b6caf2506b12f0a01f79d861889d7ed786e4a2649,603919.SH,0,1946,6,1947,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1986,4,1988,0.03,CN,sha256:bcdb806536d1945590e639091292a05691fe8157fc4deeb404cbf4699c67ccf5,603919.SH,0,1986,7,1988,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2021,5,2096,0.03,CN,sha256:db12435862d2c0300f5120eab45043a1d33fc42ddf9b98ed5c3e6ce23f3c2c0e,603919.SH,0,2021,8,2096,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,CN,sha256:b67ec021e4c1447df063852291f7696558f87084a998ae9dd16f30800154117f,603919.SH,,595,2,603,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,CN,sha256:4d989c7a67db818ff8a31d9ddb1fe98ec4254f1adba74198444b7d6b2aacdb13,603919.SH,,738,3,738,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,CN,sha256:1dd17da24a23cb0f346d8d664c360b59e927e2565f90c5af3d3af1d8554e5185,603919.SH,,1165,4,1199,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,55,1,57,0.04,CN,sha256:9a3261afdff36ecec5c2f8f47db5175cdefbb619822ffef58e491a10a25f6c34,603919.SH,0,55,1,57,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,595,2,603,0.04,CN,sha256:b67ec021e4c1447df063852291f7696558f87084a998ae9dd16f30800154117f,603919.SH,0,595,2,603,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,738,3,738,0.04,CN,sha256:4d989c7a67db818ff8a31d9ddb1fe98ec4254f1adba74198444b7d6b2aacdb13,603919.SH,0,738,3,738,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,1165,4,1199,0.04,CN,sha256:1dd17da24a23cb0f346d8d664c360b59e927e2565f90c5af3d3af1d8554e5185,603919.SH,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1590,5,1597,0.04,CN,sha256:11c8b162379d0eb2708c9985401b6f1dd20908a769cb7e0e27891075b6f08636,603919.SH,0,1590,8,1597,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1946,6,1947,0.04,CN,sha256:e96ac38e268d86929fca647b6caf2506b12f0a01f79d861889d7ed786e4a2649,603919.SH,0,1946,9,1947,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1986,7,1988,0.04,CN,sha256:bcdb806536d1945590e639091292a05691fe8157fc4deeb404cbf4699c67ccf5,603919.SH,0,1986,10,1988,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,2021,8,2096,0.04,CN,sha256:db12435862d2c0300f5120eab45043a1d33fc42ddf9b98ed5c3e6ce23f3c2c0e,603919.SH,,,,,
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,CN,sha256:38dcb6958f3c997bcb9dbf9fe64d24e2323178e5113f64aca619e3644ba36457,603919.SH,,927,4,927,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:887e7e292dd31e5f9e4c5ba3cd6e62ccb28b321721b118d28665319e750aad15,603919.SH,,1144,5,1200,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:82a832eaca0e973386639dcf6395ad2696edf9d36a495ce34503c72b308cab6b,603919.SH,,1293,6,1308,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:93d291968c0abf0a5c27d208ed1e81810b0bd59753b13b4300db3614a7a02262,603919.SH,,1487,7,1488,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,CN,sha256:acbb94fd206bb6ef59a44a381234f30a3986c43758b995b78b1f0d1f6ec1f963,603919.SH,,2016,11,2095,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,164,1,166,0.03,US,sha256:b1675c3a9f245de25cceecccc8f2b309f75ac2c946a3347cb735b327ccbea29b,ADI,0,164,1,166,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,319,2,354,0.03,US,sha256:bdd49e912f84a0a0fd2a7098cb6fa3ad7f5ebec072eb8ded394161976a5be720,ADI,0,319,2,354,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,417,3,417,0.03,US,sha256:4acc8816b9d0740883b8607c0f45a488e8a8743a10c9465b679ee876e4e49a0f,ADI,0,417,3,417,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,439,4,443,0.03,US,sha256:0c385206333d4b2f160796b336651e34d72f1cb3ea91812ece6d8f08d137b59c,ADI,0,439,4,443,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,735,5,737,0.03,US,sha256:17e624c4d55b82357254857fcb0dd5e286d1d80d2cca4ca6f84150ad7c71b48b,ADI,0,735,5,737,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,890,6,892,0.03,US,sha256:a933a9f87f1e4da06faba90e519e84e2d939177982b4a07dbe2fed7626078ea6,ADI,0,890,6,892,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,937,7,949,0.03,US,sha256:4f9de7c6e3fc35117c7991c09f757e0c77c37a779fb3ad34c51845e9c7eb290b,ADI,0,937,7,949,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1144,8,1154,0.03,US,sha256:3ed4e98fde88c6bfc1c4715248b2ac5528ab106e535f7cf2d70055c527df7b4a,ADI,0,1144,8,1154,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1179,9,1189,0.03,US,sha256:289e5d84acbedc121c68e1da21253776a8919a989764e9284a24086478cd3194,ADI,0,1179,9,1189,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1217,10,1219,0.03,US,sha256:2690b7d415d64dd29c73c592c0d0642916e55396192cf05a31d8677669592dfe,ADI,0,1217,10,1219,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1308,11,1318,0.03,US,sha256:4225ec97481524c1e5d2ae84c94ded15a65a47d3128e6f550622e80b0ef37a6e,ADI,0,1308,11,1318,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,1368,12,1370,0.03,US,sha256:45e5cd26bdd0aad414132688ad4336b80bf8dc56d35acbc8ca0d462e554fbea4,ADI,,,,,
0.03,0.04,,,,CASCADE_DESCENDANT,1830,13,1835,0.03,US,sha256:9683726adecd4f36072ade9329fb02a365816d3643a7967aa1ba14b55583e419,ADI,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1978,14,1979,0.03,US,sha256:4eea5870093facff32952348c74c5ae8aaf075246edb5bce139c53436e629f37,ADI,0,1978,15,1979,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2030,15,2032,0.03,US,sha256:7ec91767052a7244ed410996c6a67ea95525185cb35fcfbe9b1727d297223a6b,ADI,0,2030,16,2032,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:f9d0092a5813c302647a4719259e908946586e617649bc6273b62b6f06c71393,ADI,,1358,12,1370,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:c4ff9937d707d89e4355c8ed873f8588248f0a09ed9d81da68d02bad80a988d8,ADI,,1489,13,1489,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:ae538420e1285d4c14b6098dabf12d520825590e1855311e9bef1490ca51f9f2,ADI,,1794,14,1827,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:4628439b5b3180f3d8ecd7b477944c880779b777019f0eae2f511ad957dcc81e,ADI,,2053,17,2053,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:28378fc92f42b633aa6655a1c7cb6995de3f98461598b8d304fdef23da399a32,ADI,,2399,18,2403,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,164,1,166,0.04,US,sha256:b1675c3a9f245de25cceecccc8f2b309f75ac2c946a3347cb735b327ccbea29b,ADI,0,164,1,166,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,319,2,354,0.04,US,sha256:bdd49e912f84a0a0fd2a7098cb6fa3ad7f5ebec072eb8ded394161976a5be720,ADI,0,319,2,354,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,417,3,417,0.04,US,sha256:4acc8816b9d0740883b8607c0f45a488e8a8743a10c9465b679ee876e4e49a0f,ADI,0,417,3,417,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,439,4,443,0.04,US,sha256:0c385206333d4b2f160796b336651e34d72f1cb3ea91812ece6d8f08d137b59c,ADI,0,439,4,443,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,735,5,737,0.04,US,sha256:17e624c4d55b82357254857fcb0dd5e286d1d80d2cca4ca6f84150ad7c71b48b,ADI,0,735,5,737,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,890,6,892,0.04,US,sha256:a933a9f87f1e4da06faba90e519e84e2d939177982b4a07dbe2fed7626078ea6,ADI,0,890,6,892,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,937,7,949,0.04,US,sha256:4f9de7c6e3fc35117c7991c09f757e0c77c37a779fb3ad34c51845e9c7eb290b,ADI,0,937,7,949,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1144,8,1154,0.04,US,sha256:3ed4e98fde88c6bfc1c4715248b2ac5528ab106e535f7cf2d70055c527df7b4a,ADI,0,1144,8,1154,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1179,9,1189,0.04,US,sha256:289e5d84acbedc121c68e1da21253776a8919a989764e9284a24086478cd3194,ADI,0,1179,9,1189,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1217,10,1219,0.04,US,sha256:2690b7d415d64dd29c73c592c0d0642916e55396192cf05a31d8677669592dfe,ADI,0,1217,10,1219,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,1308,11,1318,0.04,US,sha256:4225ec97481524c1e5d2ae84c94ded15a65a47d3128e6f550622e80b0ef37a6e,ADI,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1358,12,1370,0.04,US,sha256:f9d0092a5813c302647a4719259e908946586e617649bc6273b62b6f06c71393,ADI,0,1358,12,1370,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1489,13,1489,0.04,US,sha256:c4ff9937d707d89e4355c8ed873f8588248f0a09ed9d81da68d02bad80a988d8,ADI,0,1489,13,1489,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1794,14,1827,0.04,US,sha256:ae538420e1285d4c14b6098dabf12d520825590e1855311e9bef1490ca51f9f2,ADI,0,1794,16,1827,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1978,15,1979,0.04,US,sha256:4eea5870093facff32952348c74c5ae8aaf075246edb5bce139c53436e629f37,ADI,0,1978,17,1979,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,2030,16,2032,0.04,US,sha256:7ec91767052a7244ed410996c6a67ea95525185cb35fcfbe9b1727d297223a6b,ADI,,,,,
0.04,0.05,,,,CASCADE_DESCENDANT,2053,17,2053,0.04,US,sha256:4628439b5b3180f3d8ecd7b477944c880779b777019f0eae2f511ad957dcc81e,ADI,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2399,18,2403,0.04,US,sha256:28378fc92f42b633aa6655a1c7cb6995de3f98461598b8d304fdef23da399a32,ADI,0,2399,20,2403,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:b4ca71c6d5941f7d7c0793563cb7b3819314322b87b63c2eda5b490919ada4f2,ADI,,1305,11,1306,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:b34566da1d543a34c6a96622d74ccd58dd7cfb115d6510ec31c260151b27b503,ADI,,1581,14,1589,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:49e3aef7eee67c637b6ef839acb7d34f71b5d5d2d7bcb12c9c465a476e920e63,ADI,,1705,15,1711,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:8044e31e7757f2f884e88debf4c2f6abf6cbf28ff0b78a4a38ddc335da03983c,ADI,,2003,18,2038,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:c2a0c01d06cb9e6c06179b96cea7c85de3458237e8468fb9dede619c8b0da068,ADI,,2049,19,2050,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,240,1,251,0.03,US,sha256:c2e2aff64c05cd575b857de08fb78c7098d961caecb9cb9e0c41e786da81bd86,BAX,0,240,1,251,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,397,2,398,0.03,US,sha256:a1782aadfcf6688a5ab2b69b943d06fd13c0efd049e8468ff252556eefe5248a,BAX,0,397,2,398,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,610,3,610,0.03,US,sha256:a5ffee6c0a9cc331c05a412233535a9cf77eba58500127e72f9f56dcf6ed9110,BAX,0,610,3,610,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,697,4,707,0.03,US,sha256:95c764e40530d2e64a0702c67895117f30bd1674db957c21eeeb75abb7fc3005,BAX,0,697,4,707,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,879,5,901,0.03,US,sha256:4e1413c337c8b1b23017d17f33aaa2b93e87a85638a65ad227ecb219e3091b31,BAX,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,980,6,982,0.03,US,sha256:29b29326464762e62656399b4dbf1580417587d161fda512702a243de316de0a,BAX,0,980,6,982,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,1138,7,1150,0.03,US,sha256:f8206ef9c6184b0509455e519b72eb9104e9effc06d81cbd4fe563a44077bc7c,BAX,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1399,8,1401,0.03,US,sha256:17d01981921997c185cf997f3c0d07bef09cda6732c53946342b0bcb80231a94,BAX,0,1399,9,1401,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,1476,9,1477,0.03,US,sha256:b9814c23b2c85f321361f00e37a6bf1b129c2b808852c25536745d6a1a25176b,BAX,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1502,10,1513,0.03,US,sha256:5021f19ca4cb7b75aee3dc3e107250d945367673cb3f66a49e986ba489f7e0a5,BAX,0,1502,11,1513,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1839,11,1840,0.03,US,sha256:73fc4c90e028dd018d98bff2d10cec9a6479764f4d2d29f91a5052ab13bd64b5,BAX,0,1839,12,1840,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1900,12,1900,0.03,US,sha256:7a39aa9a1d4d4827a11a141d027a462ce0170875ca07e2d5b3a583e905545f39,BAX,0,1900,13,1900,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2126,13,2141,0.03,US,sha256:cbb976506c76c1305d757a948e854470582af6bacff037b2bd6f50570e552d7b,BAX,0,2126,15,2141,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2220,14,2221,0.03,US,sha256:d10d855e4e1268eb4ea17e0b960730605fcd96ae585f2b684c76fc0fe720768a,BAX,0,2220,16,2221,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2252,15,2252,0.03,US,sha256:8647819dd7cdb4e68a447e509c8d0a48bac411402847b1234f18a536e5a5d6ee,BAX,0,2252,17,2252,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:dec3cbae9ea0b88690def8247f825b7c8d05348245cf66acfd7382312893616a,BAX,,872,5,874,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:faf3f8c13937e4433d94aeabe1ac3621b4812ce26fd527f8e1075ce7be9d6137,BAX,,1034,7,1063,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:1631b304de52e623b6196cb321626fd463df715949d3cd0cc6030c55ff3e7afc,BAX,,1132,8,1150,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:9580c2fc378bc16cb0d9ae412dc4b3949e6c3ac25ebb1c15f676023aec073c74,BAX,,1469,10,1470,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:2c6074d5bd10d9dd2642d206310686ab8c10681397e93509f4d2c43a01d3a110,BAX,,1986,14,1987,0.04
0.04,0.05,,,,CASCADE_DESCENDANT,240,1,251,0.04,US,sha256:c2e2aff64c05cd575b857de08fb78c7098d961caecb9cb9e0c41e786da81bd86,BAX,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,397,2,398,0.04,US,sha256:a1782aadfcf6688a5ab2b69b943d06fd13c0efd049e8468ff252556eefe5248a,BAX,0,397,4,398,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,610,3,610,0.04,US,sha256:a5ffee6c0a9cc331c05a412233535a9cf77eba58500127e72f9f56dcf6ed9110,BAX,0,610,5,610,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,697,4,707,0.04,US,sha256:95c764e40530d2e64a0702c67895117f30bd1674db957c21eeeb75abb7fc3005,BAX,0,697,6,707,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,872,5,874,0.04,US,sha256:dec3cbae9ea0b88690def8247f825b7c8d05348245cf66acfd7382312893616a,BAX,0,872,7,874,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,980,6,982,0.04,US,sha256:29b29326464762e62656399b4dbf1580417587d161fda512702a243de316de0a,BAX,0,980,8,982,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1034,7,1063,0.04,US,sha256:faf3f8c13937e4433d94aeabe1ac3621b4812ce26fd527f8e1075ce7be9d6137,BAX,0,1034,9,1063,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1132,8,1150,0.04,US,sha256:1631b304de52e623b6196cb321626fd463df715949d3cd0cc6030c55ff3e7afc,BAX,0,1132,10,1150,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1399,9,1401,0.04,US,sha256:17d01981921997c185cf997f3c0d07bef09cda6732c53946342b0bcb80231a94,BAX,0,1399,12,1401,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1469,10,1470,0.04,US,sha256:9580c2fc378bc16cb0d9ae412dc4b3949e6c3ac25ebb1c15f676023aec073c74,BAX,0,1469,13,1470,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1502,11,1513,0.04,US,sha256:5021f19ca4cb7b75aee3dc3e107250d945367673cb3f66a49e986ba489f7e0a5,BAX,0,1502,14,1513,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1839,12,1840,0.04,US,sha256:73fc4c90e028dd018d98bff2d10cec9a6479764f4d2d29f91a5052ab13bd64b5,BAX,0,1839,15,1840,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1900,13,1900,0.04,US,sha256:7a39aa9a1d4d4827a11a141d027a462ce0170875ca07e2d5b3a583e905545f39,BAX,0,1900,16,1900,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1986,14,1987,0.04,US,sha256:2c6074d5bd10d9dd2642d206310686ab8c10681397e93509f4d2c43a01d3a110,BAX,0,1986,17,1987,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2126,15,2141,0.04,US,sha256:cbb976506c76c1305d757a948e854470582af6bacff037b2bd6f50570e552d7b,BAX,0,2126,18,2141,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2220,16,2221,0.04,US,sha256:d10d855e4e1268eb4ea17e0b960730605fcd96ae585f2b684c76fc0fe720768a,BAX,0,2220,19,2221,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2252,17,2252,0.04,US,sha256:8647819dd7cdb4e68a447e509c8d0a48bac411402847b1234f18a536e5a5d6ee,BAX,0,2252,20,2252,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:6357d1bf2856f565d72419473e5ee127b0b15947adde64873b2c4f443a01418c,BAX,,222,1,228,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:83bce504a8600e415445a785b48e56f75b7514a46fd728505cc728c9755dc9ff,BAX,,251,2,251,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:1f4e4841191e4101fb556d183d9db9efbfa323e52a191c298050515bc33999d0,BAX,,303,3,350,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:7e998e796e2d06b63fd72cf02218ada81afce4739a0267d26322fabd083fd78c,BAX,,1301,11,1305,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,404,1,405,0.03,US,sha256:958f71e0a091d6095e1d8979df9d522e6efd148e53b577eea6a100971eb266a3,BKNG,0,404,2,405,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,859,2,859,0.03,US,sha256:f485d1daad6c881650e38e0f02d101bbe36a182eeba04985f1e98c1259bafe14,BKNG,0,859,3,859,0.04
